O3_+_hv_=>_O1D_+_O2.txt
wavelength          200K                225K                250K                275K                300K                
1.22550000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.22700000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.22850000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.23000000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.23150000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.23300000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.23460000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.23610000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.23760000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.23920000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.24070000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.24220000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.24380000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.24530000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.24690000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.24840000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.25000000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.25160000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.25310000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.25470000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.25630000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.25790000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.25940000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.26100000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.26260000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.26420000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.26580000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.26740000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.26900000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.27060000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.27230000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.27390000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.27550000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.27710000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.27880000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.28040000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.28210000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.28370000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.28530000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.28700000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.28870000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.29030000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.29200000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.29370000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.29530000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.29700000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.29870000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.30040000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.30210000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.30380000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.30550000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.30720000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.30890000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.31060000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.31230000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.31410000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.31580000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.31750000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.31930000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.32100000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.32280000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.32450000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.32630000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.32800000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.32980000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.33160000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.33330000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.33510000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.33690000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.33870000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.34050000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.34230000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.34410000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.34590000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.34770000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.34950000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.35140000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.35320000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.35500000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.35690000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.35870000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.36050000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.36240000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.36430000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.36610000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.36800000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.36990000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.37170000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.37360000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.37550000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.37740000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.37930000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.38120000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.38310000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.38500000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.38700000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.38890000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.39080000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.39280000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.39470000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.39660000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.39860000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.40060000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.40250000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.40450000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.40650000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.40850000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.41040000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.41240000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.41440000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.41640000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.41840000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.42050000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.42250000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.42450000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.42650000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.42860000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.43060000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.43270000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.43470000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.43680000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.43880000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.44090000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.44300000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.44510000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.44720000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.44930000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.45140000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.45350000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.45560000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.45770000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.45990000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.46200000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.46410000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.46630000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.46840000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.47060000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.47280000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.47490000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.47710000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.47930000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.48150000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.48370000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.48590000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.48810000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.49030000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.49250000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.49480000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.49700000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.49930000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.50150000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.50380000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.50600000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.50830000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.51060000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.51290000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.51520000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.51750000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.51980000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.52210000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.52440000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.52670000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.52910000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.53140000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.53370000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.53610000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.53850000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.54080000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.54320000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.54560000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.54800000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.55040000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.55280000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.55520000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.55760000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.56010000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.56250000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.56490000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.56740000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.56990000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.57230000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.57480000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.57730000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.57980000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.58230000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.58480000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.58730000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.58980000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.59240000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.59490000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.59740000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.60000000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.60260000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.60510000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.60770000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.61030000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.61290000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.61550000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.61810000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.62070000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.62340000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.62600000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.62870000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.63130000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.63400000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.63670000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.63930000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.64200000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.64470000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.64740000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.65020000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.65290000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.65560000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.65840000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.66110000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.66390000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.66670000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.66940000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
1.67220000e+02      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      2.90000000e-01      
